condition_id,anchor_id,author,work_id,condition,context,pinyin_input,gold,gold_rank,top10
da-v2-condition-c6190a5edea734e05212ba2e,da-v2-anchor-b426ceabb8d83ac34a0a11fd,Re_spectators,da-work-1312342920,full_multi3,"来写？是想到哪写到哪的还是有特定的目的呢？

一开始算是想到哪写到哪的，但写了一点以后，有了设定剧情铺展的安排，也就有了一些有意的对应。
司机是一个世界观引入，同时为了尽快死个人好解释清楚这不是“死亡终结”（笑）；妓女和老师是一个黑暗与光明的对应，同时老师部分承担讲解设定的作用；安保和局长也是一个底层和上层的对应；最后的基金会自然就是回归我们最熟悉的视角。

不得不说这个编排还是比较巧妙的，确实基本用几个人物就把一个K级情景下的世界观完整地表现出来了（
这篇文个人读下来还有一个感受就是各种描写非常多，个人认为在构建场景的这个方向上是非常成功的。

也是我之前说的，我基本都是先从思考各种带画面感的小场景出发，这篇本身也是采取了这种写作方式。

这篇的灵感来源是什么？感觉这篇的点子本身很奇妙，各种描写确实是把这个“必须得十分努力才能死去”的世界描绘得非常真实。

这个其实在竞赛后的访谈里就有提过，我很久以前看过一个图像化的比喻，上面是“生”，而下面是“死”，我们所有生命都不过是在拼命与下坠的引力做对抗，直至无力为止。那如果这个引力方向反转了呢？整个点子的来源就是这里。
当然光这个也不够，毕竟也不能爽爽地永生，所以",wei le ju qing an pai,为了剧情安排,,尾了剧情安排|尾了剧情暗派|尾了距清暗派|尾了剧情案牌|尾了剧情暗牌|为了距清暗派|尾了剧情暗迫|喂了距清暗派|尾了剧情案拍|尾了剧情案排
da-v2-condition-27acd729c29d556752eeb10a,da-v2-anchor-b426ceabb8d83ac34a0a11fd,Re_spectators,da-work-1312342920,initial_multi3,"来写？是想到哪写到哪的还是有特定的目的呢？

一开始算是想到哪写到哪的，但写了一点以后，有了设定剧情铺展的安排，也就有了一些有意的对应。
司机是一个世界观引入，同时为了尽快死个人好解释清楚这不是“死亡终结”（笑）；妓女和老师是一个黑暗与光明的对应，同时老师部分承担讲解设定的作用；安保和局长也是一个底层和上层的对应；最后的基金会自然就是回归我们最熟悉的视角。

不得不说这个编排还是比较巧妙的，确实基本用几个人物就把一个K级情景下的世界观完整地表现出来了（
这篇文个人读下来还有一个感受就是各种描写非常多，个人认为在构建场景的这个方向上是非常成功的。

也是我之前说的，我基本都是先从思考各种带画面感的小场景出发，这篇本身也是采取了这种写作方式。

这篇的灵感来源是什么？感觉这篇的点子本身很奇妙，各种描写确实是把这个“必须得十分努力才能死去”的世界描绘得非常真实。

这个其实在竞赛后的访谈里就有提过，我很久以前看过一个图像化的比喻，上面是“生”，而下面是“死”，我们所有生命都不过是在拼命与下坠的引力做对抗，直至无力为止。那如果这个引力方向反转了呢？整个点子的来源就是这里。
当然光这个也不够，毕竟也不能爽爽地永生，所以",w l j q a p,为了剧情安排,,网络剧情啊破|网络剧情啊噗|网络剧情啊呸|网络剧情啊扑|网络剧情啊飘|网络剧情啊铺|网络剧情啊评|网络剧情啊泼|网络剧情啊怕|网络剧情啊被
da-v2-condition-7f7572fe3517e2a66ead3cc7,da-v2-anchor-b46d9e22777d1debb0ba6eb7,Re_spectators,da-work-1310969119,initial_short,"N-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于于长江的安徽-江苏段，于1990年被初次发现。项目主要表现为一片在此范围内不规律移动的圆柱形空间异常，半径约为80~120m。在此异常范围内可观测到休谟指数的略微下降，且休谟指数沿圆柱形区域自外而内逐次降低（中心区域休谟指数约为85）。
SCP-CN-2255几乎只于夜间出现，并于白天消失。其出现地点带有一定随机性。在异常效应显现期间，SCP-CN-2255的位置相对固定（尽管可能存在较缓慢的移动）。SCP-CN-2255每次出现的持续时间在十分钟以内，在一个夜晚之内可能中断多次，并于数分钟至数十分钟后再次重新显现，在同一位置附近前后显现的时间跨度可达5~6小时。其",c x,出现,,呈现|持续|成像|程序|趋向|次序|潮汐|船型|船形|次型
da-v2-condition-5e964827b02067da4650646a,da-v2-anchor-b46d9e22777d1debb0ba6eb7,Re_spectators,da-work-1310969119,initial_multi3,"N-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于于长江的安徽-江苏段，于1990年被初次发现。项目主要表现为一片在此范围内不规律移动的圆柱形空间异常，半径约为80~120m。在此异常范围内可观测到休谟指数的略微下降，且休谟指数沿圆柱形区域自外而内逐次降低（中心区域休谟指数约为85）。
SCP-CN-2255几乎只于夜间出现，并于白天消失。其出现地点带有一定随机性。在异常效应显现期间，SCP-CN-2255的位置相对固定（尽管可能存在较缓慢的移动）。SCP-CN-2255每次出现的持续时间在十分钟以内，在一个夜晚之内可能中断多次，并于数分钟至数十分钟后再次重新显现，在同一位置附近前后显现的时间跨度可达5~6小时。其",c x z q y,出现周期与,,持续暂且已|次选择区域|持续暂且有|持续暂且与|持续暂且以|船形状且已|持续正确已|持续正确也|船形状且与|持续暂且于
da-v2-condition-42b3d1cf066280eca25c11c8,da-v2-anchor-b47436bcf09cd832e0216b30,Re_spectators,da-work-1310969119,initial_short,"康德成像仪记录下的一次SCP-CN-2255显现事件，受影响范围直径约220m。可见休谟指数自SCP-CN-2255边缘至中心的逐渐降低。

项目编号：SCP-CN-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于",y c j,于长江,,一次较|异常较|一次近|一种较|异常近|一次极|异常且|异常极|异常及|异常将
da-v2-condition-d34b8df1fb7801f17df74988,da-v2-anchor-b47436bcf09cd832e0216b30,Re_spectators,da-work-1310969119,full_multi3,"康德成像仪记录下的一次SCP-CN-2255显现事件，受影响范围直径约220m。可见休谟指数自SCP-CN-2255边缘至中心的逐渐降低。

项目编号：SCP-CN-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于",yu chang jiang de an hui,于长江的安徽,,与长江德安徽|渝长江德安徽|愈长江德安徽|域长江德安徽|渝长江的暗灰|与长江底暗灰|与长江的暗灰|与长江地广汇|渝长江底暗灰|渝长江的广汇
da-v2-condition-377d273deef6c794c436fb13,da-v2-anchor-b47436bcf09cd832e0216b30,Re_spectators,da-work-1310969119,initial_multi3,"康德成像仪记录下的一次SCP-CN-2255显现事件，受影响范围直径约220m。可见休谟指数自SCP-CN-2255边缘至中心的逐渐降低。

项目编号：SCP-CN-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于",y c j d a h,于长江的安徽,,一次极端暗黑|异常极端暗黑|异常极端暗河|一次极端暗河|一次极度暗黑|异常极度暗黑|异常极端暗号|异常极端矮化|一次较低矮和|异常极度暗河
da-v2-condition-b65bdfe10945eb26fdef4d04,da-v2-anchor-b4aca64a1b1a9d90ce5140cd,Re_spectators,da-work-1310969119,initial_multi3,"adius）、中华鲟（Acipenser sinensis）、白鱀豚（Lipotes vexillifer）和江豚（Neophocaena asiaeorientalis）等珍稀物种，其种群规模接近20世纪70年代中晚期水平。这些水生动物在异常效应显现期间的活动模式接近其在白天而非夜晚的活动模式。
SCP-CN-2255中的白鱀豚群体尤其活跃2。一只在左侧腹鳍上有暗色胎记的幼年雌性白鱀豚个体在此区域内被重复观测到，被观测时通常正与其它个体一同嬉戏或觅食，偶尔会跃出水面。
当离开SCP-CN-2255范围或SCP-CN-2255的异常效应中止时，在异常效应显现后出现于SCP-CN-2255内部的生物将直接消失，或变为水草、普通水生生物或水中垃圾等。同时，在SCP-CN-2255异常效应中止后，其范围内的水质将回归至与同一河段相同的水平。
更新于2004/9/19：SCP-CN-2255于2004年7月12日晚间于长江南京段最后一次被观测到。康德成像仪监测结果显示SCP-CN-2255的半径逐渐缩小，最终消失于此地的滩涂上。
次日，一只搁浅的成年雌性白鱀豚3尸体于SCP-CN-2255最后出现位置的圆心处被发现，",q z c f q,其左侧腹鳍,,其中长腹鳍|其中除腹鳍|其中除腹腔|其中长发球|其中除非去|其中长发且|其中长腹腔|其中除非球|其中除非其|前肢呈不清
da-v2-condition-4c3216d2f884de1e18bfe3a4,da-v2-anchor-b4dca4c9e1aa00f2c17f7cf4,Re_spectators,da-work-1312342920,initial_short,"I was born on the lakeside. As daylight broke I saw the earth, the trees had burned down to the ground.”当时听的时候脑海里浮现的就是一个“看着曾经长久居住的木屋燃烧殆尽”的意象，某种“注视着与自己深刻关联的过去之物被焚毁”的感觉，于是就修修补补写成了这么一篇。
当时我好像也没有写得特别久，没得到什么回复，我想是因为这确实算是一篇各方面都很平庸的作品吧……

其实我自己读完以后的感觉也好像是……“感觉有点味道，但也没什么特别想说的”，可能大家想法都和我差不多吧（笑

嗯，我也明白，所以我自己其实也没有特别说希望有回复什么的。没有回复，也是一种回复（听着好惨

不过感觉读起来细思极恐的氛围还是有的，一开始是想往这个方向写的吗（

是的，我很多时候都是这种意象导向的写作思路，所以很多时候我会比较喜欢用一些（我自认为）很有画面感的东西将氛围堆起来。燃烧的木屋，似乎存在但看不真切的人影，与自己一模一样的人，在泥土下挖出被焚烧的实体。这些就是属于我觉得画面挺带感的东西。这个异常其实还是有一点逻辑在里面的，但我也有意没有",s j,设计,,神奇|神经|神迹|神级|啥就|三角|撒娇|诗集|神就|水晶
da-v2-condition-fa2fc4a120303b49b0a47031,da-v2-anchor-b4dca4c9e1aa00f2c17f7cf4,Re_spectators,da-work-1312342920,full_multi3,"I was born on the lakeside. As daylight broke I saw the earth, the trees had burned down to the ground.”当时听的时候脑海里浮现的就是一个“看着曾经长久居住的木屋燃烧殆尽”的意象，某种“注视着与自己深刻关联的过去之物被焚毁”的感觉，于是就修修补补写成了这么一篇。
当时我好像也没有写得特别久，没得到什么回复，我想是因为这确实算是一篇各方面都很平庸的作品吧……

其实我自己读完以后的感觉也好像是……“感觉有点味道，但也没什么特别想说的”，可能大家想法都和我差不多吧（笑

嗯，我也明白，所以我自己其实也没有特别说希望有回复什么的。没有回复，也是一种回复（听着好惨

不过感觉读起来细思极恐的氛围还是有的，一开始是想往这个方向写的吗（

是的，我很多时候都是这种意象导向的写作思路，所以很多时候我会比较喜欢用一些（我自认为）很有画面感的东西将氛围堆起来。燃烧的木屋，似乎存在但看不真切的人影，与自己一模一样的人，在泥土下挖出被焚烧的实体。这些就是属于我觉得画面挺带感的东西。这个异常其实还是有一点逻辑在里面的，但我也有意没有",she ji guo duo yi bao liu,设计过多以保留,,涉及过度颐保留|涉及过度逸保留|涉及过度以保留|涉及过多一保留|涉及过多益保留|涉及过度以剥留|涉及过多一剥留|涉及过度以爆流|涉及过度以暴流|涉及过度以剥流
da-v2-condition-ed843b880b519d5005c8cecd,da-v2-anchor-b4dca4c9e1aa00f2c17f7cf4,Re_spectators,da-work-1312342920,initial_multi3,"I was born on the lakeside. As daylight broke I saw the earth, the trees had burned down to the ground.”当时听的时候脑海里浮现的就是一个“看着曾经长久居住的木屋燃烧殆尽”的意象，某种“注视着与自己深刻关联的过去之物被焚毁”的感觉，于是就修修补补写成了这么一篇。
当时我好像也没有写得特别久，没得到什么回复，我想是因为这确实算是一篇各方面都很平庸的作品吧……

其实我自己读完以后的感觉也好像是……“感觉有点味道，但也没什么特别想说的”，可能大家想法都和我差不多吧（笑

嗯，我也明白，所以我自己其实也没有特别说希望有回复什么的。没有回复，也是一种回复（听着好惨

不过感觉读起来细思极恐的氛围还是有的，一开始是想往这个方向写的吗（

是的，我很多时候都是这种意象导向的写作思路，所以很多时候我会比较喜欢用一些（我自认为）很有画面感的东西将氛围堆起来。燃烧的木屋，似乎存在但看不真切的人影，与自己一模一样的人，在泥土下挖出被焚烧的实体。这些就是属于我觉得画面挺带感的东西。这个异常其实还是有一点逻辑在里面的，但我也有意没有",s j g d y b l,设计过多以保留,,世界观的也罢了|世界观的也不赖|世界观的也罢啦|世界观点也不赖|世界观点也罢了|世界观但也不赖|世界观的一般啰|世界观的一般啦|世界观但也罢了|世界观的一般了
da-v2-condition-c177db21aa0b04fe012f3db0,da-v2-anchor-b551947b9520bc12a67de33a,Re_spectators,da-work-1312042098,initial_multi3,"
SCP-████：[地西泮协议已编辑]

SCP-████又出现了。联想到之前那句话，“我知道我有可能会变成它们。” ——主角被其它SCP-████带走了，变成了SCP-████。但主角明明应该已经死了啊？
好吧，让我们回到之前我们就提出的一个问题来。什么样的异常会需要仪式来压制？仪式一般带有一定的宗教性质，我们可以说神或者恶魔一类的异常可能需要仪式来压制，但我们最常见的一类仪式正是针对已死之人的——也就是所谓的“安魂”。
考虑到SCP-████在每次末日情景之后都会出现，而末日情景几乎总会导致大量人员伤亡，所以——
到第一章节结束，一个很大的谜题已经被解开了。SCP-████是在导致SCP-2000被启动的灾难中死去的人的亡魂，它们无法得到平静的安息，需要用一种仪式来安抚它们。
我个人非常喜欢这一个章节。象征救赎与超脱轮回的、高大雄伟的佛像，在红莲般的烈火和弥漫的青烟中化作漫天飞舞的灰烬——考虑到仪式本身的安魂性质，用这样一个画面来描述对已远去的人们的送别，或者说是对已经死去的那个世界的送别，毫无疑问充满了悲伤与苍凉的感觉。
但还没完。如果仅仅是安魂，基金会大抵没必要动用轨道炮来解决问题。更重要的是，用这",y z j d,一章节的,,与自己的|以自己的|一种绝对|一种祭奠|一种觉得|也终极的|已知觉的|一种极度|已知觉得|也自己的
da-v2-condition-31e207cbf2d73612dbdb867b,da-v2-anchor-b5c15d6063b2d039e5f25e7e,Re_spectators,da-work-1310969119,initial_short,"仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于于长江的安徽-江苏段，于1990年被初次发现。项目主要表现为一片在此范围内不规律移动的圆柱形空间异常，半径约为80~120m。在此异常范围内可观测到休谟指数的略微下降，且休谟指数沿圆柱形区域自外而内逐次降低（中心区域休谟指数约为85）。
SCP-CN-2255几乎只于夜间出现，并于白天消失。其出现地点带有一定随机性。在异常效应显现期间，SCP-CN-2255的位置相对固定（尽管可能存在较缓慢的移动）。SCP-CN-2255每次出现的持续时间在十分钟以内，在一个夜晚之内可能中断多次，并于数分钟至数十分钟后再次重新显现，在同一位置附近前后显现的时间跨度可达5~6小时。其出现周期与哺乳动物的REM1睡眠期出现规律基本相符。
热成像结果表明SCP-CN-2255的中心可能为一只水生生物。然而，",d,当,,的|对|但|大|带|第|低|等|待|短
da-v2-condition-1f5271fc7770f84b610a40ae,da-v2-anchor-b5c15d6063b2d039e5f25e7e,Re_spectators,da-work-1310969119,initial_multi3,"仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于于长江的安徽-江苏段，于1990年被初次发现。项目主要表现为一片在此范围内不规律移动的圆柱形空间异常，半径约为80~120m。在此异常范围内可观测到休谟指数的略微下降，且休谟指数沿圆柱形区域自外而内逐次降低（中心区域休谟指数约为85）。
SCP-CN-2255几乎只于夜间出现，并于白天消失。其出现地点带有一定随机性。在异常效应显现期间，SCP-CN-2255的位置相对固定（尽管可能存在较缓慢的移动）。SCP-CN-2255每次出现的持续时间在十分钟以内，在一个夜晚之内可能中断多次，并于数分钟至数十分钟后再次重新显现，在同一位置附近前后显现的时间跨度可达5~6小时。其出现周期与哺乳动物的REM1睡眠期出现规律基本相符。
热成像结果表明SCP-CN-2255的中心可能为一只水生生物。然而，",d r h t c q,当任何探测器,,对日后退潮期|对日后退潮区|对日航天城区|对日后退潮前|对日后退潮且|对日航天船期|对日航天城墙|对日航天船群|对日航天舱区|对日后退潮圈
da-v2-condition-d14665a6246a8278c8a783da,da-v2-anchor-b6082651b5cd208dc9ce4528,Re_spectators,da-work-1312342920,initial_short,"，信息量自然是最大的，而在那之后需要给读者一个歇息的机会，碎片场景就是这么一个作用，同时也可以让读者更形象地去理解一些设定（比如“失焦”的具体呈现）。前面也说过了，因为点子相对好拓展，所以其实到了碎片场景部分，能写的东西很多，也就有比较大的空间去安排节奏。我自己就大致考虑了一下文字量大概有多少，读起来要多久，然后看着给每个章节安排篇幅。
另外一个就是开篇我其实有意能省即省，毕竟一开始就敲定了会是各种小场景展现为主的写法，希望读者能迅速入戏，所以省掉了很多设定的笔墨（比如介绍什么是观测者和什么是“失焦”），在维持科研文档的风格下用最快速度把观测者写死并进入O5开会。当然敢这么做是因为我觉得这些设定足够简单，后文应该能有足够的描写让读者明白这是怎么一回事。依照点子本身来设计还是蛮重要的。
长文的节奏把握确实是很有挑战的一件事，我自己也在不停地尝试中。

好的，那么参加CN2000竞赛有什么感想吗（

太刺激了，心脏承受不住（
认真地说，其实跟当年1K竞赛一样，能够看到大家各展所长，写出那么多优秀的作品，能够作为其中的一份子，就很开心~

好的，那么最后那几天投票不停地波动的时候你是什么心情（
虽然问出来怪怪的但我",m,蛮,,嘛|咩|吗|没|么|慢|目|妈|萌|摸
da-v2-condition-e0cc84b4c54b3ac8f562fd94,da-v2-anchor-b6082651b5cd208dc9ce4528,Re_spectators,da-work-1312342920,initial_multi3,"，信息量自然是最大的，而在那之后需要给读者一个歇息的机会，碎片场景就是这么一个作用，同时也可以让读者更形象地去理解一些设定（比如“失焦”的具体呈现）。前面也说过了，因为点子相对好拓展，所以其实到了碎片场景部分，能写的东西很多，也就有比较大的空间去安排节奏。我自己就大致考虑了一下文字量大概有多少，读起来要多久，然后看着给每个章节安排篇幅。
另外一个就是开篇我其实有意能省即省，毕竟一开始就敲定了会是各种小场景展现为主的写法，希望读者能迅速入戏，所以省掉了很多设定的笔墨（比如介绍什么是观测者和什么是“失焦”），在维持科研文档的风格下用最快速度把观测者写死并进入O5开会。当然敢这么做是因为我觉得这些设定足够简单，后文应该能有足够的描写让读者明白这是怎么一回事。依照点子本身来设计还是蛮重要的。
长文的节奏把握确实是很有挑战的一件事，我自己也在不停地尝试中。

好的，那么参加CN2000竞赛有什么感想吗（

太刺激了，心脏承受不住（
认真地说，其实跟当年1K竞赛一样，能够看到大家各展所长，写出那么多优秀的作品，能够作为其中的一份子，就很开心~

好的，那么最后那几天投票不停地波动的时候你是什么心情（
虽然问出来怪怪的但我",m x z d,蛮想知道,,嘛写作的|嘛写真的|嘛小众的|嘛写作但|嘛写字的|咩写作的|嘛写作当|吗写作的|嘛写着的|么写作的
da-v2-condition-fc9def0c5e8e9dacc50a4e1a,da-v2-anchor-b6336b6434be83e5c881b3a3,Re_spectators,da-work-1312342920,full_multi3,"经自带了气氛，需要的只是如何合理地把点子的全部细节用最精简的文字叙述出来。
经验倒还谈不上，我其实目前也就试过两次超短文而已，不过好像都还算成功的（叉个腰）。我个人的看法是，首先是你自己要自信你的点子本身已经不需要叙事上的扩展了。拿CN-1129为例，我想写的就是一个可以把尸体烤成面包的焚化炉，我觉得光这样就够带感了。我也很难说怎么样的点子才算是“带感”的，但我相信每一位作者应该都可以有这个判断的自信。
其次，点子不需要“叙事上”的扩展，并不是说就不用扩展了。我认为超短文一个很有趣，或者说很挑战的一点，就是运用海明威的“冰山理论”，让读者能够在字里行间感受到没被写出来的底层逻辑的存在。继续拿CN-1129举例的话，我希望达到的效果是读者能够感受到未被写下的“研究过程”的存在。烤完的尸体可食用是怎么实验出来的？其余焚化炉没有异常又是怎么试出来的？而且我个人其实还是埋了一点希望能够细思恐极的点的：这是一个极其早期的尸体焚化炉（Site-CN-01，1986年后设施就完成更新了），但是这么古早阶段的基金会中国分部，是为什么需要焚烧这么多的尸体的呢？
我其实也不知道读者是否有在我的文里感受到我上面说的那些，或许没有，",huo xu shi qian yi mo hua,或许是潜移默化,,或许是前一默化|或许是千亿万花|或许是前一万花|或许是千亿万话|或许是谦抑么话|或许是前一万话|或许是千亿魔化|或许是千亿万化|或许是前一万化|或许是千亿么话
da-v2-condition-b69a5139d4fa84de9950890e,da-v2-anchor-b6336b6434be83e5c881b3a3,Re_spectators,da-work-1312342920,initial_multi3,"经自带了气氛，需要的只是如何合理地把点子的全部细节用最精简的文字叙述出来。
经验倒还谈不上，我其实目前也就试过两次超短文而已，不过好像都还算成功的（叉个腰）。我个人的看法是，首先是你自己要自信你的点子本身已经不需要叙事上的扩展了。拿CN-1129为例，我想写的就是一个可以把尸体烤成面包的焚化炉，我觉得光这样就够带感了。我也很难说怎么样的点子才算是“带感”的，但我相信每一位作者应该都可以有这个判断的自信。
其次，点子不需要“叙事上”的扩展，并不是说就不用扩展了。我认为超短文一个很有趣，或者说很挑战的一点，就是运用海明威的“冰山理论”，让读者能够在字里行间感受到没被写出来的底层逻辑的存在。继续拿CN-1129举例的话，我希望达到的效果是读者能够感受到未被写下的“研究过程”的存在。烤完的尸体可食用是怎么实验出来的？其余焚化炉没有异常又是怎么试出来的？而且我个人其实还是埋了一点希望能够细思恐极的点的：这是一个极其早期的尸体焚化炉（Site-CN-01，1986年后设施就完成更新了），但是这么古早阶段的基金会中国分部，是为什么需要焚烧这么多的尸体的呢？
我其实也不知道读者是否有在我的文里感受到我上面说的那些，或许没有，",h x s q y m h,或许是潜移默化,,或许是前沿嘛还|或许是前沿嘛哈|或许是前沿吗还|或许是前沿吗或|或许是前沿嘛或|或许是前沿嘛很|或许是前沿嘛嘿|或许是前沿嘛好|或许是前沿吗很|或许是前一秒还
da-v2-condition-0f61cd41aaa09e7b86926afd,da-v2-anchor-b68a5385ea1223668e5c649c,Re_spectators,da-work-1312042098,initial_short,"仪式主要就是一件事情：雕刻一大堆佛像（虽然里面还混着耶稣像），然后烧掉它们。作为我个人最喜欢的一节，这一章节其实已经透露了很多关于异常的信息。

他们都走了，像定好的那样，这是一趟我自己的孤身之旅。话是这么说，他们必然还是在监控着我的，O5自然也在看着，一如往常。上个月重新发射了GPS卫星，他们也给我一路备好了补给点。仪式的顺利执行比什么都重要，哪怕原则上讲，世界现在已经停滞了，我们有着无限的时间。

注意这句话：“世界现在已经停滞了，我们有着无限的时间。”
毫无疑问，世界停滞的原因是世界被毁灭了——这也是为什么需要启动SCP-2000的原因。但在重启世界之前，“仪式的顺利执行比什么都重要”。如果仪式不执行，世界就无法被重建。
有什么东西会不希望世界被重建吗？

预言说弥勒佛下生的时候，世间的人寿将有八万岁。如果真要这么发展的话，那我想现在的弥勒佛肯定憋屈得很。我们已经重复这几百年有好几趟了，我们在寿命方面也没有什么进展。不努力的话，我们就还得继续将弥勒佛推得越来越远，甚至可能永远也看不到了。那还怪难受的……不过话说回来，我们也没有人信佛。

“我们已经重复这几百年有好几趟了”毫无疑问在暗示SCP-2000被",q d,启动,,确定|期待|欠的|切的|钱的|群的|全的|欠打|前的|全都
da-v2-condition-9669a5973d0cfed3098aaec8,da-v2-anchor-b68a5385ea1223668e5c649c,Re_spectators,da-work-1312042098,full_multi3,"仪式主要就是一件事情：雕刻一大堆佛像（虽然里面还混着耶稣像），然后烧掉它们。作为我个人最喜欢的一节，这一章节其实已经透露了很多关于异常的信息。

他们都走了，像定好的那样，这是一趟我自己的孤身之旅。话是这么说，他们必然还是在监控着我的，O5自然也在看着，一如往常。上个月重新发射了GPS卫星，他们也给我一路备好了补给点。仪式的顺利执行比什么都重要，哪怕原则上讲，世界现在已经停滞了，我们有着无限的时间。

注意这句话：“世界现在已经停滞了，我们有着无限的时间。”
毫无疑问，世界停滞的原因是世界被毁灭了——这也是为什么需要启动SCP-2000的原因。但在重启世界之前，“仪式的顺利执行比什么都重要”。如果仪式不执行，世界就无法被重建。
有什么东西会不希望世界被重建吗？

预言说弥勒佛下生的时候，世间的人寿将有八万岁。如果真要这么发展的话，那我想现在的弥勒佛肯定憋屈得很。我们已经重复这几百年有好几趟了，我们在寿命方面也没有什么进展。不努力的话，我们就还得继续将弥勒佛推得越来越远，甚至可能永远也看不到了。那还怪难受的……不过话说回来，我们也没有人信佛。

“我们已经重复这几百年有好几趟了”毫无疑问在暗示SCP-2000被",qi dong le xu duo ci,启动了许多次,,祁东乐胥多次|乞董乐胥多次|祁董乐胥多次|七栋乐胥多次|乞董乐许多次|祁东乐胥多此|乞董乐胥多此|祁董乐胥多此|乞董乐胥多差|七栋乐胥多此
da-v2-condition-3f48ecb2e4ed4b4aa81ffe33,da-v2-anchor-b68a5385ea1223668e5c649c,Re_spectators,da-work-1312042098,initial_multi3,"仪式主要就是一件事情：雕刻一大堆佛像（虽然里面还混着耶稣像），然后烧掉它们。作为我个人最喜欢的一节，这一章节其实已经透露了很多关于异常的信息。

他们都走了，像定好的那样，这是一趟我自己的孤身之旅。话是这么说，他们必然还是在监控着我的，O5自然也在看着，一如往常。上个月重新发射了GPS卫星，他们也给我一路备好了补给点。仪式的顺利执行比什么都重要，哪怕原则上讲，世界现在已经停滞了，我们有着无限的时间。

注意这句话：“世界现在已经停滞了，我们有着无限的时间。”
毫无疑问，世界停滞的原因是世界被毁灭了——这也是为什么需要启动SCP-2000的原因。但在重启世界之前，“仪式的顺利执行比什么都重要”。如果仪式不执行，世界就无法被重建。
有什么东西会不希望世界被重建吗？

预言说弥勒佛下生的时候，世间的人寿将有八万岁。如果真要这么发展的话，那我想现在的弥勒佛肯定憋屈得很。我们已经重复这几百年有好几趟了，我们在寿命方面也没有什么进展。不努力的话，我们就还得继续将弥勒佛推得越来越远，甚至可能永远也看不到了。那还怪难受的……不过话说回来，我们也没有人信佛。

“我们已经重复这几百年有好几趟了”毫无疑问在暗示SCP-2000被",q d l x d c,启动了许多次,,期待了诶对此|确定了诶对此|确定了诶的存|且得了诶的存|确定了信的存|却得了诶对此|却得了诶的存|期待了诶的存|期待了信的存|且得了诶的筹
